"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass","Season"
"Phase 4","Benthic",2020-05-29,3,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",4.906089678,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Antocha","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",0.611888428,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",7.522600424,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",4.360991466,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",115.3256517,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.496858414,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Drunella flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",182.5917125,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",285.3443925,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.393145083,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Matriella teresa","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.012220533,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",18.01497008,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",30.57276089,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Epeorus longimanus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",56.46113634,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",2.273744243,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.811482846,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Sublettea","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.811482846,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Cricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.089281768,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.481469923,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.561666491,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.280833245,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.622965692,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",198.0698984,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.434448538,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.123332981,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",30.73468459,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.112898535,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.112898535,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Oribatida","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.112898535,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Protzia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.272,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.836492675,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.324144,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",57.72929383,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",11.36105049,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",31.83207348,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",0.0588,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",3.912793528,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",1.14526089,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Osobenus yakimae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",113.2359302,"Spring20"
"Phase 4","Benthic",2020-05-29,3,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",13.76659747,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",55.46640209,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",301.6018588,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",2.027007016,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",257.1819561,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Rhyacophila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",0.441854793,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",109.2923321,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",60.72218055,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Rhyacophila brunnea/vemna group","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",9.088669175,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Chelifera/Metachela","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",8.981781501,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",8.525746948,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Acentrella","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.23088,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",72.45204836,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",20.15439271,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",90.46954565,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Drunella flavilinea","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",151.0750105,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",200.5047719,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.591613689,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",318.6419723,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",22.94505429,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Epeorus longimanus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",2.721931156,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",36.68576785,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",24.7072541,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",1.218523917,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Paracladopelma","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",1.562618774,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",7.13900518,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.604833707,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.562618774,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.142050915,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Stempellina","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.820927597,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.710254574,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",4.717167795,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",2.518084842,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.28410183,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.820927597,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Heterotrissocladius marcidus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",17.8259372,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Limnophyes","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.820927597,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.410463799,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.962978512,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.407145447,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Rheocricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.562618774,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.142050915,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.978667458,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Odontomesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Prodiamesinae","midges",5.332000383,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Macropelopia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",20.79384705,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",60.69329516,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",0.15053138,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Hygrobates","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.848,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.424,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",27.77982414,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.190234132,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",10.16836661,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.216096,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",15.56827168,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",21.99532934,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",13.069844,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",17.98512113,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",552.7877661,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Cultus","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",60.87026563,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",86.56574248,"Spring20"
"Disturbed","Benthic",2020-05-04,4,"Kogotus/Rickera","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",147.7851448,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",1.013474261,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",2.677431976,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Lepidostoma unicolor group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",245.6802808,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Dicosmoecus gilvipes","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",31.30260277,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Onocosmoecus unicolor","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",53.43416716,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Psychoglypha","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",83.97963422,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Psychoglypha bella","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",99.10939105,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Psychoglypha subborealis","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",137.2228622,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",1.032094947,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Anafroptilum","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",114.0264365,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",44.99049735,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",29.93353877,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Labiobaetis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",145.529974,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Ephemerella tibialis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.607494335,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",137.1261424,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",1.10835893,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Chironomus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",13.81793467,"Spring20"
"Flooded Forest","Benthic",2020-05-05,4,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",3.629651741,"Spring20"
